time=2001, port=1, send=1, transmission=successfully
time=26430, port=1, send=0, transmission=successfully

time=26440, port=1, send=1, transmission=successfully

time=26450, port=1, send=0, transmission=successfully

time=26460, port=1, send=0, transmission=successfully

time=26470, port=1, send=0, transmission=successfully

time=26480, port=1, send=0, transmission=successfully

time=26490, port=1, send=0, transmission=successfully

time=26500, port=1, send=0, transmission=successfully

time=26510, port=1, send=1, transmission=successfully

time=26520, port=1, send=1, transmission=successfully

time=26530, port=1, send=0, transmission=successfully

time=26540, port=1, send=0, transmission=successfully

time=26550, port=1, send=1, transmission=successfully

time=26560, port=1, send=1, transmission=successfully

time=26570, port=1, send=1, transmission=successfully

time=26580, port=1, send=1, transmission=successfully

time=26590, port=1, send=0, transmission=successfully

time=26600, port=1, send=1, transmission=successfully

time=26610, port=1, send=0, transmission=successfully

time=26620, port=1, send=0, transmission=successfully

time=26630, port=1, send=0, transmission=successfully

time=26640, port=1, send=1, transmission=successfully

time=26650, port=1, send=1, transmission=successfully

time=26660, port=1, send=0, transmission=successfully

time=26670, port=1, send=0, transmission=successfully

time=26680, port=1, send=1, transmission=successfully

time=26690, port=1, send=0, transmission=successfully

time=26700, port=1, send=0, transmission=successfully

time=26710, port=1, send=0, transmission=successfully

time=26720, port=1, send=0, transmission=successfully

time=26730, port=1, send=0, transmission=successfully

time=26740, port=1, send=1, transmission=successfully

time=26750, port=1, send=0, transmission=successfully

time=26760, port=1, send=1, transmission=successfully

time=26770, port=1, send=0, transmission=successfully

time=26780, port=1, send=0, transmission=successfully

time=26790, port=1, send=0, transmission=successfully

time=26800, port=1, send=0, transmission=successfully

time=26810, port=1, send=0, transmission=successfully

time=26820, port=1, send=0, transmission=successfully

time=26830, port=1, send=1, transmission=successfully

time=26840, port=1, send=1, transmission=successfully

time=26850, port=1, send=0, transmission=successfully

time=26860, port=1, send=0, transmission=successfully

time=26870, port=1, send=1, transmission=successfully

time=26880, port=1, send=1, transmission=successfully

time=26890, port=1, send=1, transmission=successfully

time=26900, port=1, send=1, transmission=successfully

time=26910, port=1, send=0, transmission=successfully

time=26920, port=1, send=1, transmission=successfully

time=26930, port=1, send=0, transmission=successfully

time=26940, port=1, send=0, transmission=successfully

time=26950, port=1, send=0, transmission=successfully

time=26960, port=1, send=1, transmission=successfully

time=26970, port=1, send=0, transmission=successfully

time=26980, port=1, send=1, transmission=successfully

time=26990, port=1, send=1, transmission=successfully

time=27000, port=1, send=0, transmission=successfully

time=27010, port=1, send=0, transmission=successfully

time=27020, port=1, send=0, transmission=successfully

time=27030, port=1, send=0, transmission=successfully

time=27040, port=1, send=0, transmission=successfully

time=27050, port=1, send=0, transmission=successfully

time=27060, port=1, send=0, transmission=successfully

time=27070, port=1, send=0, transmission=successfully

time=27080, port=1, send=0, transmission=successfully

time=27090, port=1, send=0, transmission=successfully

time=27100, port=1, send=0, transmission=successfully

time=27110, port=1, send=0, transmission=successfully

time=27120, port=1, send=0, transmission=successfully

time=27130, port=1, send=0, transmission=successfully

time=27140, port=1, send=0, transmission=successfully

time=27150, port=1, send=0, transmission=successfully

time=27160, port=1, send=0, transmission=successfully

time=27170, port=1, send=0, transmission=successfully

time=27180, port=1, send=0, transmission=successfully

time=27190, port=1, send=0, transmission=successfully

time=27200, port=1, send=0, transmission=successfully

time=27210, port=1, send=0, transmission=successfully

time=27220, port=1, send=0, transmission=successfully

time=27230, port=1, send=1, transmission=successfully

time=27240, port=1, send=0, transmission=successfully

time=27250, port=1, send=0, transmission=successfully

time=27260, port=1, send=0, transmission=successfully

time=27270, port=1, send=1, transmission=successfully

time=27280, port=1, send=0, transmission=successfully

time=27290, port=1, send=1, transmission=successfully

time=27300, port=1, send=0, transmission=successfully

time=27310, port=1, send=1, transmission=successfully

time=27320, port=1, send=0, transmission=successfully

time=27330, port=1, send=1, transmission=successfully

time=27340, port=1, send=0, transmission=successfully

time=27350, port=1, send=1, transmission=successfully

time=27360, port=1, send=0, transmission=successfully

time=27370, port=1, send=1, transmission=successfully

time=27380, port=1, send=0, transmission=successfully

time=27390, port=1, send=1, transmission=successfully

time=27400, port=1, send=0, transmission=successfully

time=27410, port=1, send=1, transmission=successfully

time=27420, port=1, send=0, transmission=successfully

time=27430, port=1, send=1, transmission=successfully

time=27440, port=1, send=1, transmission=successfully

time=27450, port=1, send=0, transmission=successfully

time=27460, port=1, send=0, transmission=successfully

time=27470, port=1, send=1, transmission=successfully

time=27480, port=1, send=1, transmission=successfully

time=27490, port=1, send=0, transmission=successfully

time=27500, port=1, send=0, transmission=successfully

time=27510, port=1, send=1, transmission=successfully

time=27520, port=1, send=1, transmission=successfully

time=27530, port=1, send=0, transmission=successfully

time=27540, port=1, send=0, transmission=successfully

time=27550, port=1, send=1, transmission=successfully

time=27560, port=1, send=1, transmission=successfully

time=27570, port=1, send=0, transmission=successfully

time=27580, port=1, send=1, transmission=successfully

time=27590, port=1, send=1, transmission=successfully

time=27600, port=1, send=0, transmission=successfully

time=27610, port=1, send=1, transmission=successfully

time=27620, port=1, send=1, transmission=successfully

time=27630, port=1, send=0, transmission=successfully

time=27640, port=1, send=0, transmission=successfully

time=27650, port=1, send=1, transmission=successfully

time=27660, port=1, send=1, transmission=successfully

time=27670, port=1, send=1, transmission=successfully

time=27680, port=1, send=0, transmission=successfully

time=27690, port=1, send=0, transmission=successfully

time=27700, port=1, send=0, transmission=successfully

time=27710, port=1, send=1, transmission=successfully

time=27720, port=1, send=0, transmission=successfully

time=27730, port=1, send=1, transmission=successfully

time=27740, port=1, send=null, cause=data_ended, transmission=successfully

